@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
'Tata Penulisan',?,'Penulisan judul karangan yang benar adalah ....',' Dari Desa Menuju ke Kota Metropolitan   ',' Ketika Sang Bagaskara Menyapa   ',' Ronggeng Dari Dukun Pajangan   ','Surga Berada di Telapak Ibu','Surga Berada di Telapak Ibu',Sedang
'Tata Penulisan',' Sudah satu minggu anak-anak berlibur di desa.',' Penulisan ejaan yang benar pada kalimat tersebut adalah ....',' Sudah satu minggu; anak-anak berlibur di desa.   ',' Sudah satu Minggu; anak-anak berlibur di desa.   ',' Sudah satu Minggu; anak-anak berlibur di Desa.   ','Sudah satu minggu; anak-anak berlibur di Desa.',' Sudah satu minggu; anak-anak berlibur di desa.   ',Sedang
'Tata Penulisan',' Dodo frustrazi ketika gagal dalam lomba siswa teladan.        ','Penulisan  kalimat dengan ejaan yang benar adalah ....',' Dodo frustasi ketika gagal dalam lomba siswa teladan',' Dodo furstasi ketika gagal dalam lomba siswa teladan',' Dodo fruztrasi ketika gagal dalam lomba siswa teladan',' Dodo frustrazi ketika gagal dalam lomba siswa teladan.',' Dodo frustasi ketika gagal dalam lomba siswa teladan',Sedang
'Tata Penulisan',' $hai; kutu buku; boleh pinjam kaca matamu $ $','Penulisan kalimat sesuai ejaan yang benar adalah ....','  $Hai; kutu buku; boleh pinjam kaca matamu ? $   ','  $Hai; Kutu Buku; boleh pinjam kaca matamu ? $   ','  $Hai; kutu buku; boleh pinjam kacamatamu ? $',' $Hai; Kutu Buku; boleh pinjam kacamatamu $ $',' $Hai; Kutu Buku; boleh pinjam kacamatamu $ $',Sedang
'Tata Penulisan','Laksamana Tadashi Maeda memersilahkan rumahnya untuk kegiatan yang sangat penting. ','Perbaikan ejaan pada kata yang dicetak miring adalah',' mempersilahkan',' menyilahkan',' mempersitakan',' memersilakan',' mempersitakan',Sedang
'Tata Penulisan',' Pak Habibi seorang tokoh penemu dunia. Ia ... ilmu teknik di Jerman.         ','Kata berimbuhan yang baku untuk melengkapi kalimat tersebut adalah ....',' memperdalam',' mendalami',' perdalami',' mendalamkan',' memperdalam',Sedang
'Tata Penulisan',' Bupati Sleman tanda tangan prasasti peletakan batu pertama gedung baru.',' Penggunaan kata berimbuhan tanda tangan yang tepat adalah ....',' Menandatangani   ',' mentanda tangani   ',' menanda tangani   ',menandatangani,menandatangani,Sedang
'Tata Penulisan',' Cermati paragraf berikut! Minyak bumi memiliki banyak manfaat untuk kehidupan sehari-hari. Minyak bumi digunakan untuk menggerakkan mesin-mesin. Sehingga cadangan minyak bumi saat ini semakin mahal harganya menipis.',' Perbaikan tata kalimat yang dicetak tebal pada paragraf tersebut adalah',' Saat ini; cadangan minyak bumi semakin menipis sehingga harganya mahal.',' Saat ini; semakin mahal harganya sehingga cadangan minyak burni menipis.',' Semakin menipis cadangan minyak bumi saat ini; sehingga harganya mahal.',' Semakin menipis cadangan minyak bumi saat ini sehingga mahal harganya.',' Saat ini; cadangan minyak bumi semakin menipis sehingga harganya mahal.',Sedang
'Tata Penulisan',?,' Energi alternatif dapat menghemat energi fosil. Energi ... sebagai pengganti solar. Bahan pembuatan energi ini dari tumbuhan kelapa sawit; jarak; dan nyamplung. ',' biodiesel   ',' biodisel   ',' bio diesel   ','bio disel',' biodiesel   ',Sedang
'Tata Penulisan',' Ketika pelajaran olahraga. Tono jatuh dan lututnya berdarah saat memraktikkan loncat tinggi. Nita mencari daun obat merah di area apotek hidup.',' Kesalahan penggunaan ejaan pada paragraf tersebut adalah ....',' olahraga   ',' memraktikkan   ',' apotek hidup   ','loncat tinggi',' memraktikkan   ',Sulit
'Tata Penulisan','Setiap anggauta harus membeli kaos yang tlah disediakan oleh panitiya.','Kalimat tersebut bila disalin dan disempurnakan kata-kata bakunya adalah ....',' Setiap anggota harus membeli kaos yang telah disediakan oleh panitia.   ',' Setiap anggauta harus membeli kaus yang telah disediakan oleh panitia.   ',' Setiap anggauta harus membeli kaos yang telah disediakan oleh panitia.   ','Setiap anggota harus membeli kaus yang telah disediakan oleh panitia.','Setiap anggota harus membeli kaus yang telah disediakan oleh panitia.',Sulit
'Tata Penulisan',' Siswa kelas VI SD Mulia akan membuat pohon cita-cita; Bu Umi meminta semua siswa menulis cita-citanya. Ani menuliskan kata astronot di kertasnya. Mira bercita-cita menjadi jendral. Yumna bercita-cita menjadi anggota intelijen. Semua siswa tenggelam dalam uforia membuat pohon cita-cita.',' Kesalahan penggunaan kata baku pada paragraf tersebut adalah',' astronot; intelijen; uforia',' jendral; intelijen; uforia',' astronot; jendral; uforia',' astronot; jendrai; intelijen',' astronot; jendral; uforia',Sulit
'Tata Penulisan',' Pada siang hari; tumbuhan melakukan fotosintetis. Fotosintetis tumbuhan membutuhkan klorophil; karbondioxsida; dan cahaya matahari. Hasil dari fotosintetis di antaranya oksigen dan karbohidrat.',' Perbaikan kesalahan penggunaan istilah pada paragraf tersebut adalah',' fotosintesa; kloropil; karbondioksida',' fotosintesa; klorofil; karbon dioksida',' fotosintesis; kloropil; karbondioksida',' fotosintesis; klorofil; karbon dioksida','fotosintesis; klorofil; karbon dioksida',Sulit
Iklan/Laporan/Pidato,' Taatilah jam belajar masyarakat!   $ Anak pintar kebanggaan keluarga!',' Kalimat yang sesuai untuk melengkapi iklan tersebut adalah',' Bimbinglah anak-anak belajar!',' Paksalah anak-anak belajar!',' Batasilah anak-anak belajar!',' Kurangilah anak-anak belajar!',' Bimbinglah anak-anak belajar!',Sedang
Iklan/Laporan/Pidato,' Bacalah kutipan pidato di bawah ini! \t $.. Untuk menghadapi situasi saat ini; kita harus selalu waspada. Sehubungan dengan isu penculikkan dan pembunuhan di daerah kita ini; diharapkan orang tua khususnya para wali murid serta para anak-anak tidak perlu merasa cemas. Bukankah belum ada bukti yang nyata  $ Namun; kita harus tetap waspada.',' Kalimat pembuka yang tepat untuk melengkapi pidato di atas adalah.  $',' Bapak-bapak; Ibu-ibu wali murid; serta anak-anak       ',' Mari kita panjatkan puji syukur ke hadirat Tuhan yang Maha Esa       ',' Apabila ada kata-kata yang kurang berkenan; saya mohon maaf      ','Apa kabar semuanya $',' Bapak-bapak; Ibu-ibu wali murid; serta anak-anak       ',Sedang
Iklan/Laporan/Pidato,' Perhatikan cuplikan teks pidato berikut! Teman-teman yang saya sayangi; terima kasih telah memilih saya menjadi ketua kelas. Saya akan berusaha memenuhi harapan teman-teman. Sebagai ketua kelas saya akan menciptakan suasana kelas yang nyaman. Saya minta bantuan teman-teman untuk mewujudkannya.  $',' Kalimat yang tepat untuk melengkapi teks pidato tersebut adalah ',' Demikian yang akan saya sampaikan dan terima kasih.',' Terima kasih; semoga pemilihan ketua kelas berjalan lancar.',' Saya mohon doanya semoga saya dapat menjadi ketua kelas.',' Marilah kita ciptakan suasana kelas yang nyaman untuk belajar!','Marilah kita ciptakan suasana kelas yang nyaman untuk belajar!',Sedang
Iklan/Laporan/Pidato,' Pada Senin; 2 Oktober 2017; SD Mulia melaksanakan upacara. Upacara tersebut untuk memperingati Hari Kesaktian Pancasila. Hari itu bertepatan dengan Hari Batik Nasional. ...',' Kalimat yang tepat untuk melengkapi laporan tersebut adalah ....',' Peserta upacara mengenakan pakaian batik   ',' Amanat upacara berkaitan dengan sejarah batik   ',' Setelah upacara; semua siswa membeli kain batik   ','Setiap Hari Kesaktian Pancasila; siswa mengenakan batik',' Peserta upacara mengenakan pakaian batik   ',Sedang
Iklan/Laporan/Pidato,' Perhatikan cuplikan teks pidato berikut! Salah satu program pendidikan etika berlalu lintas adalah senam lalu lintas. Tadi pagi; Bu Sari berpesan supaya kita melakukan senam lalu lintas. Untuk itu; saya mengajak teman-teman untuk berlatih dengan tekun. Latihan akan dilaksanakan pada hari Sabtu; 11 Oktober 2017. ...',' Kalimat yang tepat untuk melengkapi teks pidato tersebut adalah ....',' Marilah; kita berterimakasih kepada Bu Sari yang telah membimbing kita!   ',' Oleh karena itu; mari kita mengundang Bu Sari agar kegiatan ini lancar!   ',' Marilah; kita berpartisipasi dalam kegiatan latihan senam tersebut!   ','Oleh karena itu; mari kita minta izin kepada kepala sekolah!',' Marilah; kita berpartisipasi dalam kegiatan latihan senam tersebut!   ',Sedang
Iklan/Laporan/Pidato,'Melengkapi iklan','Kalimat iklan yang sesuai dengan gambar adalah ....',' Murah; kuat; dan bergaya   ',' Murah dan banyak pilihan warna   ',' Dapatkan segera di toko-toko terdekat   ','Murah dan cocok untuk segala aktivitas anda',' Murah; kuat; dan bergaya   ',Sedang
Iklan/Laporan/Pidato,' Perhatikan cuplikan pidato berikut! Teman-teman; waktu ujian sekolah semakin dekat. Jangan terlena dan bermalas-malasan; jika tidak ingin kecewa. Nilai ujian sekolah yang memuaskan harus diraih. Dengan demikian kita dapat melanjutkan ke sekolah lanjutan yang diinginkan. Marilah belajar dengan lebih rajin agar mendapat nilai ujian yang memuaskan!',' Isi pidato tersebut adalah ....',' belajar rajin agar memperoleh nilai ujian sekolah yang memuaskan   ',' siswa tidak boleh terlena terhadap nilai ujian sekolah yang memuaskan   ',' setelah lulus; siswa sekolah dasar harus melanjutkan ke sekolah lanjutan   ','siswa yang bermalas-malasan pasti tidak bisa melanjutkan ke sekolah lanjutan',' belajar rajin agar memperoleh nilai ujian sekolah yang memuaskan   ',Sulit
Iklan/Laporan/Pidato,' Baca cuplikan teks laporan berikut dengan cermat! Siswa kelas VI SD Mulia mengadakan kunjungan ke Museum Kraton Yogyakarta. Kunjungan tersebut dilaksanakan pada Selasa; 9 Januari 2018. Museum Kraton Yogyakarta terletak di dalam area Kraton Yogyakarta. Di dalam museum; para siswa sangat tertib dan bersikap sopan. Siswa tidak memegang barang yang tidak boleh disentuh. Mereka mengamati benda koleksi museum dengan tenang.',' Isi laporan tersebut adalah ....',' ketertiban siswa kelas VI SD Mulia di dalam Museum Kraton Yogyakarta   ',' siswa SD Mulia mengamati bangunan-bangunan di dalam Kraton Yogyakarta   ',' pada Selasa; 9 Januari 2018; siswa kelas VI SD Mulia mengunjungi kraton   ','Museum Kraton Yogyakarta menerapkan berbagai peraturan bagi pengunjung.',' ketertiban siswa kelas VI SD Mulia di dalam Museum Kraton Yogyakarta   ',Sulit
Iklan/Laporan/Pidato,'Perhatikan gambar berikut !','Isi iklan tersebut adalah',' Gunakan sabun saat mandi bersama keluaraga.','  Sabun muka untuk membersihkan muka agar bersih   ',' Gunakan sabun cuci saat mencuci pakaian anda.   ','Bersihkan tangan setelah beraktivitas dengan sabun','Bersihkan tangan setelah beraktivitas dengan sabun',Sulit
